KEGG_ID	CoA_names	carnitine_names
C22062	Mycolipenoyl-CoA; Mycolipenyl-CoA	Mycolipenoyl-carnitine; Mycolipenyl-carnitine
C22070	2,4-Dihydroxycinnamoyl-CoA; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enoyl-CoA; 2,4-Dihydroxycinnamyl-CoA; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enyl-CoA	2,4-Dihydroxycinnamoyl-carnitine; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enoyl-carnitine; 2,4-Dihydroxycinnamyl-carnitine; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enyl-carnitine
C22178	4-Nitrobenzoyl-CoA; 4-Nitrobenzyl-CoA	4-Nitrobenzoyl-carnitine; 4-Nitrobenzyl-carnitine
C22204	Isophthalyl-CoA; Isophthaloyl-CoA	Isophthalyl-carnitine; Isophthaloyl-carnitine
C22205	(R)-3-(4-Hydroxyphenyl)lactoyl-CoA; (R)-3-(4-Hydroxyphenyl)lactyl-CoA	(R)-3-(4-Hydroxyphenyl)lactoyl-carnitine; (R)-3-(4-Hydroxyphenyl)lactyl-carnitine
C22206	(R)-3-(Indol-3-yl)lactoyl-CoA; (R)-3-Indolelactyl-CoA	(R)-3-(Indol-3-yl)lactoyl-carnitine; (R)-3-Indolelactyl-carnitine
C22207	3-(Indol-3-yl)acryloyl-CoA; 3-(Indol-3-yl)acrylyl-CoA	3-(Indol-3-yl)acryloyl-carnitine; 3-(Indol-3-yl)acrylyl-carnitine
C22212	Marinoloyl-CoA; Marinolyl-CoA	Marinoloyl-carnitine; Marinolyl-carnitine
C22214	Pseudomonoyl-CoA; Pseudomonyl-CoA	Pseudomonoyl-carnitine; Pseudomonyl-carnitine
C22258	(2E,4Z)-2,4-Dienoyl-CoA; (2E,4Z)-2,4-Dienyl-CoA	(2E,4Z)-2,4-Dienoyl-carnitine; (2E,4Z)-2,4-Dienyl-carnitine
C22289	(6E)-8-Methylnon-6-enoyl-CoA; 8-Methylnon-6-enoyl-CoA; (6E)-8-Methylnon-6-enyl-CoA; 8-Methylnon-6-enyl-CoA	(6E)-8-Methylnon-6-enoyl-carnitine; 8-Methylnon-6-enoyl-carnitine; (6E)-8-Methylnon-6-enyl-carnitine; 8-Methylnon-6-enyl-carnitine
C22401	2-Hydroxy-3-methyl-fatty-acyl-CoA; 2-Hydroxy-3-methyl-fatty-acoyl-CoA	2-Hydroxy-3-methyl-fatty-acyl-carnitine; 2-Hydroxy-3-methyl-fatty-acoyl-carnitine
C22405	(2R)-2-Hydroxy-long-chain fatty acyl-CoA; (2R)-2-Hydroxy-long-chain fatty acoyl-CoA	(2R)-2-Hydroxy-long-chain fatty acyl-carnitine; (2R)-2-Hydroxy-long-chain fatty acoyl-carnitine
C22487	Benzylmalonyl-CoA; Benzylmalonoyl-CoA	Benzylmalonyl-carnitine; Benzylmalonoyl-carnitine
C22495	2-Phenylsuccinyl-CoA; 2-Phenylsuccinoyl-CoA	2-Phenylsuccinyl-carnitine; 2-Phenylsuccinoyl-carnitine
C22496	3-Phenylsuccinyl-CoA; 3-Phenylsuccinoyl-CoA	3-Phenylsuccinyl-carnitine; 3-Phenylsuccinoyl-carnitine
